Mã KH,Số Phiếu Xuất,,Ngày Ghi Sổ,Diễn Giải,Mã Sản Phẩm,Tên Sản Phẩm,Số Lượng,Thành Tiền,,,,,,,,,,,,
,,,,,LTCCORMF268AK1,Corner sofa set(158085  Middle)_F268,14.00,485.80,,,,,,,,,,,,
,,,,,LTCCORRF268AK1,Corner sofa set_ Right_F268,7.00,485.80,,,,,,,,,,,,
,,,,,LTCDIA1F268SCK2,Diana Position Chair_F268,10.00,410.00,,,,,,,,,,,,
,,,,,LTCGEN1F268SP1,Genova Chair_F268,60.00,"1,332.00",,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCPRI1F268SPA1,Prisca Chair_F268,72.00,"1,159.20",,,,,,,,,,,,
,,,,,LTCVIS1F268SP1,Visby chair F268,68.00,836.40,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,4.00,283.20,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,4.00,283.20,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,4.00,283.20,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,4.00,283.20,,,,,,,,,,,,
,,,,,LTSDIA1F268SC1,Diana Footres_F268,8.00,124.00,,,,,,,,,,,,
,,,,,LTTCOR1F268AK1,Corner sofa set(158085  Table)_F268,7.00,485.80,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,20.00,960.00,,,,,,,,,,,,
,,,,,LTTREC1F268SC1,Rect Table_F268,8.00,592.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,4.00,283.20,,,,,,,,,,,,
,,,,Xuất bán T01/023-JETTENBURG - LSX 42 Total,,,355.00,"11,762.60",,,,,,,,,,,,
,XBH011701/042,,1/13/17 0:00,Xuất bán T01/042 - WANST - STRAUBING - LSX 42,LTCCORCF268AK1,Corner Sofa Set_Corner_F268,6.00,416.40,,,,,,,,,,,,
,,,,,LTCCORLF268AK1,Corner sofa set(158085 left)_F268,6.00,416.40,,,,,,,,,,,,
,,,,,LTCCORMF268AK1,Corner sofa set(158085  Middle)_F268,12.00,416.40,,,,,,,,,,,,
,,,,,LTCCORRF268AK1,Corner sofa set_ Right_F268,6.00,416.40,,,,,,,,,,,,
,,,,,LTCDIA1F268SCK2,Diana Position Chair_F268,24.00,984.00,,,,,,,,,,,,
,,,,,LTCGEN1F268SP1,Genova Chair_F268,50.00,"1,110.00",,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCPRI1F268SPA1,Prisca Chair_F268,72.00,"1,159.20",,,,,,,,,,,,
,,,,,LTCVIS1F268SP1,Visby chair F268,102.00,"1,254.60",,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,8.00,566.40,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,8.00,566.40,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,8.00,566.40,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,8.00,566.40,,,,,,,,,,,,
,,,,,LTSDIA1F268S1WI,Diana Footrest_F268_DAN,4.00,62.00,,,,,,,,,,,,
,,,,,LTTCOR1F268AK1,Corner sofa set(158085  Table)_F268,6.00,416.40,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,6.00,288.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,8.00,566.40,,,,,,,,,,,,
,,,,Xuất bán T01/042 - WANST - STRAUBING - LSX 42 Total,,,366.00,"11,075.80",,,,,,,,,,,,
,XBH011701/047,,1/15/17 0:00,Xuất bán T01/047 - LUDWIE - WIEN2 - LSX 42,LTBDIA1F268SCA1,Diana Lounger_F268,6.00,480.00,,,,,,,,,,,,
,,,,,LTCDIA1F268SCK2,Diana Position Chair_F268,32.00,"1,312.00",,,,,,,,,,,,
,,,,,LTCGEN1F268SP1,Genova Chair_F268,50.00,"1,110.00",,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCVIS1F310SP1,Visby chair F310,34.00,404.60,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTSDIA1F268SC1,Diana Footres_F268,12.00,186.00,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,10.00,480.00,,,,,,,,,,,,
,,,,,LTTREC1F268SC1,Rect Table_F268,15.00,"1,110.00",,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,9.00,637.20,,,,,,,,,,,,
,,,,Xuất bán T01/047 - LUDWIE - WIEN2 - LSX 42 Total,,,244.00,"9,898.60",,,,,,,,,,,,
,XBH011701/048,,1/15/17 0:00,Xuất bán T01/048 - LUDWIE - WIEN1 - LSX 42,LTBDIA1F268SCA1,Diana Lounger_F268,6.00,480.00,,,,,,,,,,,,
,,,,,LTCDIA1F268SCK2,Diana Position Chair_F268,32.00,"1,312.00",,,,,,,,,,,,
,,,,,LTCGEN1F268SP1,Genova Chair_F268,50.00,"1,110.00",,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCVIS1F310SP1,Visby chair F310,34.00,404.60,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,9.00,637.20,,,,,,,,,,,,
,,,,,LTSDIA1F268SC1,Diana Footres_F268,12.00,186.00,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,10.00,480.00,,,,,,,,,,,,
,,,,,LTTREC1F268SC1,Rect Table_F268,15.00,"1,110.00",,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,9.00,637.20,,,,,,,,,,,,
,,,,Xuất bán T01/048 - LUDWIE - WIEN1 - LSX 42 Total,,,244.00,"9,898.60",,,,,,,,,,,,
,XBH011701/090,,1/21/17 0:00,Xuất bán T01/090 - OSTWIT1 - LSX 42 ,LTSCORC1160ACA1,Corner Sofa Set_Corner Chair_F1160,14.00,971.60,,,,,,,,,,,,
,,,,,LTSCORL1160ACA1,Corner Sofa Set_Left Chair_F1160,14.00,971.60,,,,,,,,,,,,
,,,,,LTSCORM1160ACA1,Corner Sofa Set_Middle Chair_F1160,14.00,971.60,,,,,,,,,,,,
,,,,,LTSCORR1160ACA1,Corner Sofa Set_Right Chair_F1160,14.00,971.60,,,,,,,,,,,,
,,,,,LTTCORV1160ACA1,Corner Sofa Set_Table_F1160,14.00,971.60,,,,,,,,,,,,
,,,,Xuất bán T01/090 - OSTWIT1 - LSX 42  Total,,,70.00,"4,858.00",,,,,,,,,,,,
,XBH011701/091,,1/21/17 0:00,Xuất bán T01/091  - BRAFREI - FREIBURG - LSX 42,LTBDIA1F268SCA1,Diana Lounger_F268,5.00,400.00,,,,,,,,,,,,
,,,,,LTCDIA1F268SCK2,Diana Position Chair_F268,10.00,410.00,,,,,,,,,,,,
,,,,,LTCGEN1F268SP1,Genova Chair_F268,88.00,"1,953.60",,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTCPRI1F268SPA1,Prisca Chair_F268,120.00,"1,932.00",,,,,,,,,,,,
,,,,,LTCVIS1F268SP1,Visby chair F268,84.00,"1,033.20",,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,5.00,370.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,5.00,370.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,5.00,370.00,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,5.00,370.00,,,,,,,,,,,,
,,,,,LTSDIA1F268SC1,Diana Footres_F268,5.00,77.50,,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,5.00,370.00,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,8.00,326.00,,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,13.00,624.00,,,,,,,,,,,,
,,,,,LTTREC1F268SC1,Rect Table_F268,8.00,592.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,5.00,370.00,,,,,,,,,,,,
,,,,Xuất bán T01/091  - BRAFREI - FREIBURG - LSX 42 Total,,,395.00,"10,546.30",,,,,,,,,,,,
,XBH011701/092,,1/21/17 0:00,Xuất bán T01/092  - KNAPREM91X3K - LSX 42,LTBDIA1F268SCA1,Diana Lounger_F268,8.00,640.00,,,,,,,,,,,,
,,,,,LTCDIA1F268SCA1,Diana Chair_F268,24.00,693.60,,,,,,,,,,,,
,,,,,LTCDIA1F268SCK2,Diana Position Chair_F268,36.00,"1,476.00",,,,,,,,,,,,
,,,,,LTCGEN1F268SP1,Genova Chair_F268,50.00,"1,110.00",,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,11.00,448.25,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,11.00,448.25,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,11.00,448.25,,,,,,,,,,,,
,,,,,LTCPRI1F268SPA1,Prisca Chair_F268,72.00,"1,159.20",,,,,,,,,,,,
,,,,,LTCVIS1F268SP1,Visby chair F268,72.00,885.60,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,6.00,444.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,6.00,444.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,6.00,444.00,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,6.00,444.00,,,,,,,,,,,,
,,,,,LTSDIA1F268SC1,Diana Footres_F268,12.00,186.00,,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,6.00,444.00,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,11.00,448.25,,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,16.00,768.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,6.00,444.00,,,,,,,,,,,,
,,,,Xuất bán T01/092  - KNAPREM91X3K - LSX 42 Total,,,370.00,"11,375.40",,,,,,,,,,,,
,XBH011701/093,,1/21/17 0:00,Xuất bán T01/093  - LACASAWAREHOUSE- LSX 42,LTBDIA1F268SCA1,Diana Lounger_F268,3.00,240.00,,,,,,,,,,,,
,,,,,LTCBIR1F274SPA1,Birkemose (Jubi) Chair _F274,114.00,"1,812.60",,,,,,,,,,,,
,,,,,LTCDIA1F268SCA1,Diana Chair_F268,38.00,"1,098.20",,,,,,,,,,,,
,,,,,LTCDIA1F268SCK2,Diana Position Chair_F268,2.00,82.00,,,,,,,,,,,,
,,,,,LTCGEN1F268SP1,Genova Chair_F268,124.00,"2,752.80",,,,,,,,,,,,
,,,,,LTCMOJ1F268SP1,Mojo Chair_F268,60.00,960.00,,,,,,,,,,,,
,,,,,LTCPRI1F268SPA1,Prisca Chair_F268,120.00,"1,932.00",,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,4.00,296.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,4.00,296.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,4.00,296.00,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,4.00,296.00,,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,4.00,296.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,4.00,296.00,,,,,,,,,,,,
,,,,Xuất bán T01/093  - LACASAWAREHOUSE- LSX 42 Total,,,485.00,"10,653.60",,,,,,,,,,,,
,XBH011701/094,,1/21/17 0:00,Xuất bán T01/094  - HEINSTAD -STADTHAGEN2 - LSX 42 ,LTBALB1F310SCK1,Albi Bench_F310,21.00,840.00,,,,,,,,,,,,
,,,,,LTCALB1F310SCK1,Albi Armchair_F310,42.00,840.00,,,,,,,,,,,,
,,,,,LTCDIA1F268SCA1,Diana Chair_F268,2.00,57.80,,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,17.00,692.75,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,17.00,692.75,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,17.00,692.75,,,,,,,,,,,,
,,,,,LTCVIS1F310SP1,Visby chair F310,34.00,418.20,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,12.00,888.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,12.00,888.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,12.00,888.00,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,12.00,888.00,,,,,,,,,,,,
,,,,,LTTALB1F310SCK1,Albi Table_F310,21.00,840.00,,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,12.00,888.00,,,,,,,,,,,,
,,,,,LTTFOL1F310ST1,Folding Table_F310,4.00,88.00,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,17.00,692.75,,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,19.00,912.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,12.00,888.00,,,,,,,,,,,,
,,,,Xuất bán T01/094  - HEINSTAD -STADTHAGEN2 - LSX 42  Total,,,283.00,"12,095.00",,,,,,,,,,,,
,XBH011701/095,,1/21/17 0:00,"Xuất bán T01/095  - BRUKALL,INHSEN,SCHUHAL - LSX 42",LTCGEN1F268SP1,Genova Chair_F268,30.00,666.00,,,,,,,,,,,,
,,,,,LTCVIS1F268SP1,Visby chair F268,34.00,404.60,,,,,,,,,,,,
,,,,,LTCVIS1F310SP1,Visby chair F310,34.00,418.20,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTTSQU1F268SC1,Square Table_F268,6.00,288.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,"Xuất bán T01/095  - BRUKALL,INHSEN,SCHUHAL - LSX 42 Total",,,242.00,"11,988.80",,,,,,,,,,,,
,XBH011701/127,,1/24/17 0:00,"Xuất bán T01/127 - BRUKALL,INHSEN,SCHUHAL - LSX 42 ",LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,23.00,"1,702.00",,,,,,,,,,,,
,,,,"Xuất bán T01/127 - BRUKALL,INHSEN,SCHUHAL - LSX 42  Total",,,138.00,"10,212.00",,,,,,,,,,,,
,XBH011701/128,,1/24/17 0:00,Xuất bán T01/128 - BRAWSIN - LSX 42,LTCDIA1F268SCA1,Diana Chair_F268,24.00,693.60,,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,13.00,529.75,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,13.00,529.75,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,13.00,529.75,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,8.00,592.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,8.00,592.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,8.00,592.00,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,8.00,592.00,,,,,,,,,,,,
,,,,,LTSCORC1160ACA1,Corner Sofa Set_Corner Chair_F1160,8.00,555.20,,,,,,,,,,,,
,,,,,LTSCORL1160ACA1,Corner Sofa Set_Left Chair_F1160,8.00,555.20,,,,,,,,,,,,
,,,,,LTSCORM1160ACA1,Corner Sofa Set_Middle Chair_F1160,8.00,555.20,,,,,,,,,,,,
,,,,,LTSCORR1160ACA1,Corner Sofa Set_Right Chair_F1160,8.00,555.20,,,,,,,,,,,,
,,,,,LTTCORV1160ACA1,Corner Sofa Set_Table_F1160,8.00,555.20,,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,8.00,592.00,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,13.00,529.75,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,8.00,592.00,,,,,,,,,,,,
,,,,Xuất bán T01/128 - BRAWSIN - LSX 42 Total,,,164.00,"9,140.60",,,,,,,,,,,,
,XBH011701/129,,1/24/17 0:00,"Xuất bán T01/129 - HEINSTAD, BRAFREI, OSTWIT1 - LSX 42",LTBALB1F310SCK1,Albi Bench_F310,2.00,80.00,,,,,,,,,,,,
,,,,,LTBDIA1F268SCA1,Diana Lounger_F268,12.00,960.00,,,,,,,,,,,,
,,,,,LTCALB1F310SCK1,Albi Armchair_F310,4.00,80.00,,,,,,,,,,,,
,,,,,LTCCORCF268AK1,Corner Sofa Set_Corner_F268,4.00,277.60,,,,,,,,,,,,
,,,,,LTCCORLF268AK1,Corner sofa set(158085 left)_F268,4.00,277.60,,,,,,,,,,,,
,,,,,LTCCORMF268AK1,Corner sofa set(158085  Middle)_F268,4.00,277.60,,,,,,,,,,,,
,,,,,LTCCORRF268AK1,Corner sofa set_ Right_F268,4.00,277.60,,,,,,,,,,,,
,,,,,LTCPRI1F268SPA1,Prisca Chair_F268,10.00,161.00,,,,,,,,,,,,
,,,,,LTCVIS1F229SP1,Visby chair F229,28.00,344.40,,,,,,,,,,,,
,,,,,LTCVIS1F268SP1,Visby chair F268,20.00,246.00,,,,,,,,,,,,
,,,,,LTCVIS1F310SP1,Visby chair F310,20.00,238.00,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,3.00,212.40,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,3.00,212.40,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,3.00,212.40,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,3.00,212.40,,,,,,,,,,,,
,,,,,LTTALB1F310SCK1,Albi Table_F310,2.00,80.00,,,,,,,,,,,,
,,,,,LTTCOR1F268AK1,Corner sofa set(158085  Table)_F268,4.00,277.60,,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,150.00,"13,500.00",,,,,,,,,,,,
,,,,,LTTFOL1F268ST1,Folding Table_F268,4.00,88.00,,,,,,,,,,,,
,,,,,LTTREC1F268SC1,Rect Table_F268,3.00,222.00,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,3.00,212.40,,,,,,,,,,,,
,,,,"Xuất bán T01/129 - HEINSTAD, BRAFREI, OSTWIT1 - LSX 42 Total",,,290.00,"18,449.40",,,,,,,,,,,,
,XBH011702/053,,2/18/17 0:00,"Xuất T02/053-LACASAWAREHOUSE 3 (169872, 158103)-LSX 42",LTCJAPLF268SC1,Japan Sofa Left_F268,3.00,122.25,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,3.00,122.25,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,3.00,122.25,,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,16.00,"1,184.00",,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,16.00,"1,184.00",,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,16.00,"1,184.00",,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,16.00,"1,184.00",,,,,,,,,,,,
,,,,,LTTDIN11160ACK1,Dinning Sofa Set_Table_F1160,25.00,"1,994.00",,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,3.00,122.25,,,,,,,,,,,,
,,,,,LTRDIN11160ACK1,Dinning Sofa Set_Right_F1160,16.00,"1,184.00",,,,,,,,,,,,
,,,,"Xuất T02/053-LACASAWAREHOUSE 3 (169872, 158103)-LSX 42 Total",,,117.00,"8,403.00",,,,,,,,,,,,
,XBH011702/054,,2/18/17 0:00,"Xuất T02/053-LACASAWAREHOUSE 4 (148058, 155560, 158090, 158103)- LSX 42",LTCGEN1F268SP1,Genova Chair_F268,30.00,666.00,,,,,,,,,,,,
,,,,,LTCGUD1F114SP1,Gudhjem Chair_F114,420.00,"4,998.00",,,,,,,,,,,,
,,,,,LTCJAPLF268SC1,Japan Sofa Left_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCJAPMF268SC1,Japan Sofa Middle_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTCJAPRF268SC1,Japan Sofa Right_F268,10.00,407.50,,,,,,,,,,,,
,,,,,LTSCORL1160ACA1,Corner Sofa Set_Left Chair_F1160,9.00,780.75,,,,,,,,,,,,
,,,,,LTSCORM1160ACA1,Corner Sofa Set_Middle Chair_F1160,9.00,780.75,,,,,,,,,,,,
,,,,,LTSCORR1160ACA1,Corner Sofa Set_Right Chair_F1160,9.00,780.75,,,,,,,,,,,,
,,,,,LTTCORV1160ACA1,Corner Sofa Set_Table_F1160,9.00,780.75,,,,,,,,,,,,
,,,,,LTTJAP1F268SC1,Japan Sofa Table_F268,10.00,407.50,,,,,,,,,,,,
,,,,"Xuất T02/053-LACASAWAREHOUSE 4 (148058, 155560, 158090, 158103)- LSX 42 Total",,,526.00,"10,417.00",,,,,,,,,,,,
,XBH011704/104,,4/20/17 0:00,Xuất bán T04/104 - LACASAWAHOUSE - LSX 42,LTCGEN1F268SP1,Genova Chair_F268,8.00,177.60,,,,,,,,,,,,
,,,,,LTCGUD1F114SP1,Gudhjem Chair_F114,960.00,"11,424.00",,,,,,,,,,,,
,,,,,LTLDIN11160ACK1,Dinning Sofa Set_Left_F1160,3.00,222.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA1,Dinning Sofa Set_Middle 2 seater w/o armrest_F1160,3.00,222.00,,,,,,,,,,,,
,,,,,LTMDIN21160ACA2,Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160,3.00,222.00,,,,,,,,,,,,
,,,,,LTODIN11160ACA1,Dinning Sofa Set_Ottoman_F1160,20.00,222.00,,,,,,,,,,,,
,,,,,LTSCORC1160ACA1,Corner Sofa Set_Corner Chair_F1160,1.00,69.40,,,,,,,,,,,,
